-----NEW TEST-------
frequency:    3.000000 Hz
start time    144172 ms
stop time     147505 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
637,0,250,314.51,-58.49,373
638,0,250,307.01,-69.99,377
639,0,250,299.48,-79.52,379
640,0,250,291.94,-84.06,376
641,0,250,284.40,-88.60,373
642,0,250,276.87,-98.13,375
643,0,250,269.36,-103.64,373
644,0,250,261.88,-106.12,368
645,0,250,254.45,-113.55,368
646,0,250,247.06,-120.94,368
647,0,250,239.74,-128.26,368
648,0,250,232.49,-132.51,365
649,0,250,225.32,-142.68,368
650,0,250,218.25,-142.75,361
651,0,250,211.27,-147.73,359
652,0,250,204.42,-152.58,357
653,0,250,197.68,-159.32,357
654,0,250,191.08,-162.92,354
655,0,250,184.62,-172.38,357
656,0,250,178.31,-174.69,353
657,0,250,172.17,-178.83,351
658,0,250,166.19,-183.81,350
659,0,250,160.38,-189.62,350
660,0,250,154.77,-196.23,351
661,0,250,149.35,-199.65,349
662,0,250,144.12,-203.88,348
663,0,250,139.11,-206.89,346
664,0,250,134.32,-211.68,346
665,0,250,129.74,-215.26,345
666,0,250,125.40,-220.60,346
667,0,250,121.29,-221.71,343
668,0,250,117.42,-223.58,341
669,0,250,113.80,-228.20,342
670,0,250,110.43,-231.57,342
671,0,250,107.32,-233.68,341
672,0,250,104.46,-233.54,338
673,0,250,101.88,-235.12,337
674,0,250,99.56,-238.44,338
675,0,250,97.51,-239.49,337
676,0,250,95.74,-238.26,334
677,0,250,94.25,-240.75,335
678,0,250,93.04,-241.96,335
679,0,250,92.10,-236.90,329
680,0,250,91.45,-237.55,329
681,0,250,91.09,-235.91,327
682,0,250,91.01,-235.99,327
683,0,250,91.21,-232.79,324
684,0,250,91.70,-230.30,322
685,0,250,92.47,-227.53,320
686,0,250,93.52,-226.48,320
687,0,250,94.85,-226.15,321
688,0,250,96.46,-222.54,319
689,0,250,98.35,-221.65,320
690,0,250,100.51,-216.49,317
691,0,250,102.94,-214.06,317
692,0,250,105.64,-210.36,316
693,0,250,108.61,-205.39,314
694,0,250,111.83,-204.17,316
695,0,250,115.31,-197.69,313
696,0,250,119.03,-193.97,313
697,0,250,123.00,-190.00,313
698,0,250,127.21,-183.79,311
699,0,250,131.66,-177.34,309
700,0,250,136.33,-169.67,306
701,0,250,141.22,-166.78,308
702,0,250,146.32,-158.68,305
703,0,250,151.63,-156.37,308
704,0,250,157.13,-142.87,300
705,0,250,162.83,-145.17,308
706,0,250,168.71,-133.29,302
707,0,250,174.76,-123.24,298
708,0,250,180.98,-117.02,298
709,0,250,187.35,-113.65,301
710,0,250,193.87,-101.13,295
711,0,250,200.53,-96.47,297
712,0,250,207.32,-87.68,295
713,0,250,214.22,-81.78,296
714,0,250,221.24,-67.76,289
715,0,250,228.35,-63.65,292
716,0,250,235.56,-56.44,292
717,0,250,242.84,-45.16,288
718,0,250,250.19,-40.81,291
719,0,250,257.60,-31.40,289
720,0,209,265.06,-20.94,286
721,0,134,272.55,-13.45,286
722,0,69,280.07,-6.93,287
723,16,0,287.61,1.61,286
724,91,0,295.15,9.15,286
725,226,0,302.68,22.68,280
726,211,0,310.20,21.20,289
727,250,0,317.69,29.69,288
728,250,0,325.14,39.14,286
729,250,0,332.55,48.55,284
730,250,0,339.89,49.89,290
731,250,0,347.17,55.17,292
732,250,0,354.36,61.36,293
733,250,0,361.47,70.47,291
734,250,0,368.47,75.47,293
735,250,0,375.37,78.37,297
736,250,0,382.14,78.14,304
737,250,0,388.79,90.79,298
738,250,0,395.29,90.29,305
739,250,0,401.65,95.65,306
740,250,0,407.85,101.85,306
741,250,0,413.89,105.89,308
742,250,0,419.75,107.75,312
743,250,0,425.43,110.43,315
744,250,0,430.91,113.91,317
745,250,0,436.20,121.20,315
746,250,0,441.28,126.28,315
747,250,0,446.15,129.15,317
748,250,0,450.80,131.80,319
749,250,0,455.22,132.22,323
750,250,0,459.40,136.40,323
751,250,0,463.35,140.35,323
752,250,0,467.05,139.05,328
753,250,0,470.50,140.50,330
754,250,0,473.70,140.70,333
755,250,0,476.64,142.64,334
756,250,0,479.31,141.31,338
757,250,0,481.72,146.72,335
758,250,0,483.85,144.85,339
759,250,0,485.71,147.71,338
760,250,0,487.30,146.30,341
761,250,0,488.60,146.60,342
762,250,0,489.62,144.62,345
